full_name,age,positions,primary_position,acceleration,sprint_speed,dribbling,short_passing,finishing,stamina,strength,embedding
Jan Vertonghen,31,CB,CB,61,65,71,79,56,75,79,"[-0.06042321026325226, 0.2924598455429077, 0.515312671661377, -0.7061346173286438, -0.25868701934814453, -0.19405034184455872, 0.0932934582233429, 0.0903482511639595, 0.39281079173088074, 0.06232145428657532, 0.43416738510131836, -0.2511756718158722, 0.698823869228363, -0.7707943320274353, -0.008422098122537136, -0.4607102870941162, -0.15604335069656372, -0.03332948312163353, -0.16628187894821167, 0.03677397966384888, 0.4447583556175232, 0.05691352114081383, 0.34300050139427185, -0.8385629653930664, -0.551184892654419, -0.17439359426498413, -0.3069617748260498, 0.7970801591873169, -0.8329001069068909, 0.26778432726860046, -0.26939845085144043, -0.6343006491661072, 0.546299397945404, 0.5808018445968628, -0.1883017122745514, 0.6373453140258789, 0.04711228236556053, -0.5652329325675964, -0.5144604444503784, 0.3453582227230072, -0.02301325462758541, -0.49301987886428833, 0.014916826970875263, 0.5749502778053284, 0.6080241203308105, 0.353330135345459, 0.09852463006973267, -0.3615313172340393, -0.12638990581035614, -0.4581528902053833, 0.4680604934692383, 0.5738089680671692, -0.6174754500389099, 0.1744130700826645, -0.6438388228416443, -0.2843002676963806, 0.040645286440849304, -0.2144814133644104, -0.17940030992031097, 0.1837695986032486, -0.4687800109386444, 0.21888861060142517, 0.3659347891807556, -0.38349950313568115]"
Dries Mertens,31,"CF,ST",CF,93,85,91,82,86,75,42,"[-0.27137818932533264, -0.07360650599002838, -0.1523851454257965, 0.4077862799167633, 0.05861939862370491, -0.4551170766353607, 0.07980555295944214, -1.1676629781723022, 0.19584228098392487, -0.35111090540885925, 0.3589228093624115, -0.2905721664428711, -0.033672209829092026, 0.2720734775066376, -0.5661028623580933, 0.5886470675468445, -0.8498182892799377, -0.17890328168869019, -0.32059839367866516, -0.28040772676467896, 0.508198618888855, 0.4048771262168884, -0.4325622022151947, 0.37459567189216614, -0.5644909739494324, 0.18142785131931305, -0.6067723035812378, 0.6100106239318848, -0.7944912314414978, -0.01845446787774563, -0.8634304404258728, -0.5330134034156799, -0.07925887405872345, 0.11206864565610886, 0.5611322522163391, 0.5608778595924377, 0.17245428264141083, 0.894008457660675, -0.7893843650817871, -0.05055110529065132, -0.0028001286555081606, -0.391176700592041, -0.19493535161018372, -0.03878478333353996, -0.0904385969042778, -0.21331185102462769, 0.5697265863418579, 0.08646398037672043, 0.10625942796468735, -0.06366950273513794, 0.3773656189441681, 0.587337076663971, 0.32067790627479553, -0.36264172196388245, -0.3349253535270691, -0.39984142780303955, 0.22309471666812897, -0.3022703528404236, -0.12339211255311966, 0.08634785562753677, -0.9101101756095886, -0.1367424577474594, 0.1122613474726677, -0.24010133743286133]"
Marcelo Vieira da Silva Júnior,30,LB,LB,83,82,90,84,73,89,78,"[-0.17354795336723328, -0.2465546429157257, 0.2959184944629669, 0.34172502160072327, 0.2913811206817627, -0.08962849527597427, -0.08707531541585922, -0.6633749604225159, -0.2141677737236023, -0.5481132864952087, 0.32919567823410034, -0.3633134961128235, 0.6176453828811646, -0.24733887612819672, 0.13588453829288483, -0.1906052678823471, -0.119062140583992, 0.1857600212097168, 0.29005202651023865, 0.37599849700927734, 0.7971658110618591, 0.11729315668344498, -0.1867934614419937, -1.0678188800811768, -1.0309414863586426, 0.04131672531366348, 0.059379369020462036, -0.11933445185422897, -0.46505409479141235, 0.29199567437171936, -0.5473996996879578, -0.4053957760334015, 0.042073097079992294, 0.0633406713604927, 0.5257384181022644, 1.1676136255264282, 0.016341034322977066, -0.16142436861991882, -0.5252124667167664, 0.12296434491872787, 0.27370530366897583, -0.6315523982048035, -0.1741519272327423, 0.43134385347366333, -0.013178540393710136, -0.5452739596366882, 0.020068950951099396, -0.10283571481704712, 0.0628211572766304, -0.4584057927131653, 0.573783814907074, -0.0341816172003746, -0.9949997663497925, -0.5256767272949219, -0.24979163706302643, -0.5501036643981934, 0.20186826586723328, -0.3129602074623108, 0.09001734107732773, 0.33422207832336426, -0.10302192717790604, 0.3689403831958771, 0.23099052906036377, 0.024603482335805893]"
Toby Alderweireld,30,CB,CB,61,67,62,79,45,76,79,"[0.17256924510002136, 0.2651963531970978, 0.6881882548332214, -0.4822767674922943, -0.19865013659000397, 0.05373404547572136, -0.22686997056007385, 0.18315525352954865, 0.4080849289894104, 0.37449169158935547, 0.3026970624923706, -0.19837073981761932, 0.5013895034790039, -0.7996949553489685, 0.15369760990142822, 0.01618511602282524, -0.13887399435043335, 0.16218449175357819, -0.22071360051631927, 0.1985166221857071, 0.4892106056213379, 0.3874560296535492, 0.39547839760780334, -1.0701900720596313, -0.6758184432983398, -0.18837286531925201, -0.465734601020813, 0.8759907484054565, -0.33370840549468994, 0.1125248447060585, -0.4050648510456085, -0.4729887545108795, 0.7167892456054688, 0.4966760575771332, -0.3159324526786804, 0.6337495446205139, -0.2077104151248932, -0.2255294919013977, -0.4145096242427826, 0.09604665637016296, -0.24396713078022003, -0.14366786181926727, -0.21598997712135315, 0.06234142929315567, 0.31464165449142456, 0.22553981840610504, 0.1557140052318573, -0.1807599514722824, -0.450537770986557, 0.022121841087937355, 0.2623125910758972, 0.24512378871440887, -0.7436531782150269, -0.10897921770811081, -0.4853949248790741, -0.4791052043437958, 0.25692829489707947, -0.5909549593925476, -0.20141175389289856, 0.4932912290096283, -0.33780521154403687, 0.52292400598526, 0.16777628660202026, -0.3222854435443878]"
Jordi Alba Ramos,29,LB,LB,93,93,80,84,73,91,61,"[0.6416895389556885, -0.8277034759521484, -0.030210793018341064, 0.16087706387043, 0.14221344888210297, -0.1066838949918747, 0.15066102147102356, -0.8059520125389099, -0.007077682297676802, -0.4796978533267975, 0.47238555550575256, -1.0745213031768799, 0.11358252912759781, -0.0906575471162796, 0.09857450425624847, 0.4833815097808838, -0.6477344632148743, 0.0007148906006477773, 0.3165110945701599, -0.17317935824394226, 0.5029342174530029, 0.4389263689517975, -0.19432537257671356, -0.26365819573402405, -1.1241998672485352, 0.3263832926750183, -0.20474644005298615, -0.08013082295656204, -0.270191490650177, -0.13104407489299774, -0.13357502222061157, -0.6901791095733643, -0.2081061452627182, 0.07794249057769775, 0.4865570664405823, 0.7106404900550842, -0.4054078161716461, 0.4216136038303375, -0.7300259470939636, 0.1773936003446579, -0.0127560468390584, -0.7142910957336426, -0.04925232008099556, 0.3051862418651581, 0.20954179763793945, -0.02208908461034298, 0.5100717544555664, -0.18115420639514923, 0.5319742560386658, 0.2849062383174896, 0.45129358768463135, -0.006972422823309898, -0.34229740500450134, -0.6168774962425232, 0.21041181683540344, -0.07766477763652802, -0.003493657335639, -0.36246800422668457, -0.07467004656791687, 0.3859713673591614, -0.5708580017089844, -0.2920304238796234, 0.11305823177099228, -0.23090210556983948]"
Thiago Alcântara do Nascimento,27,"CM,CAM,CDM",CM,78,69,90,90,69,75,59,"[0.12955954670906067, -0.295124351978302, 0.5581205487251282, 0.5420039296150208, 0.11954904347658157, 0.01497258897870779, -0.07426341623067856, -0.6848238706588745, -0.07250893115997314, -0.7936534285545349, 0.20250272750854492, -0.4834524691104889, 1.0879758596420288, 0.11862533539533615, -0.1895826756954193, 0.04940570890903473, -0.5311258435249329, -0.056945569813251495, -0.0420229472219944, -0.11389556527137756, 0.9207046031951904, 0.48858723044395447, 0.03503052145242691, -0.15038831532001495, -1.072473168373108, 0.08914143592119217, -0.18637928366661072, 0.612904965877533, -0.7916020154953003, 0.579954981803894, -0.46249499917030334, -0.7873676419258118, -0.0004140457895118743, 0.18871042132377625, 0.43974366784095764, 0.5689199566841125, 0.16272778809070587, 0.3734397292137146, -0.40985170006752014, -0.3796354830265045, 0.27227142453193665, -0.39274999499320984, 0.008930071257054806, 0.07698151469230652, 0.03745970502495766, -0.13494934141635895, 0.0381896048784256, -0.21450848877429962, -0.05228964239358902, 0.08327267318964005, 0.2803063988685608, 0.35695648193359375, -0.27906250953674316, -0.6331285834312439, -0.262433797121048, -0.271310955286026, -0.4178747534751892, -0.3763841986656189, 0.12986506521701813, -0.2104220986366272, -0.26956018805503845, -0.36506375670433044, -0.2490122765302658, -0.2181587666273117]"
Ciro Immobile,29,ST,ST,78,85,83,74,90,80,76,"[0.10340070724487305, 0.011508007533848286, 0.1347399652004242, 0.12561704218387604, 0.2746904492378235, -0.3801310956478119, 0.3429047167301178, -0.42404353618621826, -0.14098457992076874, -0.7649087905883789, 0.4405239224433899, -0.31622281670570374, 0.40548574924468994, 0.08085168898105621, 0.03255563974380493, 0.11554344743490219, 0.2567986845970154, -0.07841415703296661, 0.37550002336502075, -0.10760665684938431, 0.7790400981903076, 0.0021270059514790773, -0.2654508352279663, -1.0036259889602661, -0.6941521167755127, 0.35023945569992065, -0.18504038453102112, -0.3861708343029022, -0.849040150642395, 0.6469999551773071, -0.6087709069252014, -0.21374107897281647, 0.3495977818965912, 0.5368046760559082, 0.7597451210021973, 0.8467116951942444, -0.3364248275756836, 0.18598049879074097, -0.2671114504337311, 0.5476715564727783, 0.21327079832553864, -0.16190586984157562, 0.2908115088939667, 0.43417495489120483, -0.18444274365901947, 0.17272910475730896, 0.41848093271255493, -0.25203844904899597, 0.20613180100917816, -0.4012697637081146, 0.45544567704200745, 0.26438403129577637, -0.2174326777458191, -0.7783617973327637, -0.3778662085533142, -0.7248002290725708, -0.05727740749716759, -0.13869303464889526, -0.15680329501628876, 0.8587133884429932, -0.19249972701072693, 0.5229367613792419, 0.0052269878797233105, -0.09976901859045029]"
Keylor Navas,32,GK,GK,54,53,16,30,15,39,75,"[1.0430271625518799, 0.13736321032047272, -0.4105784296989441, -0.04513750597834587, 0.5957752466201782, -0.1306075006723404, 0.09525514394044876, -0.5628737211227417, -0.5303983092308044, -0.028508536517620087, -0.1757299154996872, 0.0500616654753685, -0.2957156002521515, -0.5683490037918091, -0.2846105396747589, -0.34081679582595825, -0.7224248051643372, -0.2470928132534027, -0.23839934170246124, -0.3502857983112335, 0.4469342827796936, 0.5247064828872681, -0.9659286737442017, 0.0018847041064873338, -0.1033690869808197, -0.6138386726379395, -0.3616529107093811, 0.00801970437169075, -0.7870045900344849, 0.36789217591285706, -1.1781790256500244, 0.13971062004566193, 0.2116043120622635, -0.43989360332489014, 0.24441447854042053, -0.12919409573078156, -0.2811051309108734, -0.27904659509658813, -0.4135867655277252, 0.10375891625881195, 0.12612055242061615, 0.350660115480423, -0.07164232432842255, 0.42326536774635315, 1.0557081699371338, -0.3676636219024658, -1.0624195337295532, 0.4915110766887665, -0.48592501878738403, -0.31597691774368286, -0.21007992327213287, 0.6045879125595093, -0.5752545595169067, -0.32905277609825134, 0.7108430862426758, -0.6000091433525085, 0.1800159513950348, -0.43858277797698975, -0.4264048635959625, 0.7784671783447266, -0.29518771171569824, 0.23780041933059692, -0.28757113218307495, -0.6577603220939636]"
Francisco Román Alarcón Suárez,26,"CAM,CM,LW",CAM,75,69,94,86,79,70,59,"[0.12966962158679962, -0.2760297656059265, 0.48038768768310547, 0.3816639482975006, 0.1225355714559555, -0.2691659927368164, -0.2345406860113144, -0.6495211124420166, 0.01588175632059574, -0.7295830249786377, 0.5723415017127991, -0.13789239525794983, 1.2305660247802734, -0.08078435063362122, -0.6179521083831787, 0.08751437813043594, -0.2535703480243683, -0.15186606347560883, 0.01435021311044693, -0.30746546387672424, 0.5420805215835571, 0.20762918889522552, -0.02445327863097191, -0.2500520348548889, -0.8711985349655151, 0.02948026917874813, -0.45889976620674133, 0.611434280872345, -0.585806667804718, 0.5423149466514587, -0.6288198828697205, -0.8062248826026917, -0.27900010347366333, 0.19651629030704498, 0.5800451040267944, 0.39008837938308716, 0.3735741376876831, 0.5106905698776245, -0.3029559254646301, -0.06355351954698563, 0.15380924940109253, -0.1825941503047943, 0.15686924755573273, 0.19954146444797516, -0.0890282467007637, -0.10554927587509155, 0.2631295621395111, -0.3968852460384369, -0.08127498626708984, 0.12783010303974152, 0.1412508487701416, 0.6516251564025879, 0.09729324281215668, -0.4187481999397278, -0.276039719581604, -0.5560505986213684, -0.4409450590610504, -0.5191563963890076, 0.2842780649662018, -0.24590995907783508, -0.5475323796272278, -0.2607824504375458, -0.44669070839881897, -0.0032690849620848894]"
James David Rodríguez Rubio,27,"CAM,CM,RM",CAM,73,67,85,89,83,70,68,"[0.346762478351593, -0.19459429383277893, 0.27234408259391785, 0.446632444858551, 0.06483437120914459, -0.41273799538612366, -0.4703182876110077, -0.24373893439769745, -0.17973579466342926, -0.8284925222396851, 0.31931236386299133, -0.4824638366699219, 1.2190461158752441, -0.23677606880664825, -0.4160633385181427, -0.2941080927848816, -0.3173690736293793, -0.16981318593025208, 0.13801920413970947, -0.23821619153022766, 0.5120041966438293, -0.08769092708826065, 0.10427375882863998, -0.23517727851867676, -0.8446175456047058, 0.11665956676006317, -0.19935576617717743, 0.43877580761909485, -0.6828238368034363, 0.6179315447807312, -0.5383988618850708, -0.711763858795166, -0.1565965712070465, 0.21290695667266846, 0.6913885474205017, 0.7939553260803223, 0.17538005113601685, 0.23018108308315277, -0.5592772960662842, 0.1491474211215973, 0.3311833441257477, -0.39267146587371826, 0.20515350997447968, 0.38979214429855347, 0.08430282026529312, 0.41451773047447205, 0.21546253561973572, -0.4883438050746918, -0.1174716204404831, 0.03430374339222908, -0.11153338849544525, 0.6203403472900391, -0.10887632519006729, -0.5594395399093628, -0.5777936577796936, -0.37978407740592957, -0.1141124963760376, -0.08640547096729279, -0.29993557929992676, 0.16918769478797913, -0.3342299461364746, -0.265282541513443, -0.2019008845090866, 0.1123037040233612]"
Carlos Henrique Venancio Casimiro,27,CDM,CDM,61,66,69,83,64,87,89,"[0.4837568998336792, -0.10076230019330978, 1.0816044807434082, -0.2138337343931198, 0.025618547573685646, -0.0006875344552099705, -0.34655696153640747, 0.32295671105384827, 0.07655315846204758, -0.5477908253669739, 0.1875944584608078, -0.5987884402275085, 0.7352641820907593, -0.5593982338905334, 0.6317152380943298, -0.10075578093528748, 0.14509211480617523, 0.13839907944202423, -0.10427480190992355, 0.4749993681907654, 0.5846715569496155, 0.022765297442674637, -0.006879892200231552, -0.795616090297699, -0.7868942618370056, 0.11868879944086075, -0.18397653102874756, 0.3033614158630371, -0.2562975585460663, 0.5108854174613953, -0.5590903759002686, -0.3417513072490692, 0.5194435715675354, -0.03446968272328377, -0.15837720036506653, 0.4502522349357605, -0.46419239044189453, -0.022364096716046333, -0.14736759662628174, 0.09105214476585388, -0.35874995589256287, 0.2539648115634918, -0.2829667925834656, 0.10713636130094528, 0.23428785800933838, 0.2369539737701416, -0.082792729139328, -0.13848695158958435, -0.29265058040618896, -0.2570239305496216, 0.32428064942359924, 0.13647781312465668, -0.8657395839691162, -0.14315904676914215, -0.9882239699363708, -0.4625781178474426, -0.34266236424446106, -0.02840239368379116, -0.40272706747055054, 0.34538859128952026, -0.5818760395050049, 0.5837518572807312, 0.12112245708703995, -0.2602948248386383]"
Mauro Emanuel Icardi Rivero,26,ST,ST,77,78,77,73,91,69,76,"[0.633590042591095, 0.21858444809913635, 0.08601251244544983, -0.09685111790895462, 0.1545964777469635, -0.12078272551298141, 0.2255132794380188, -0.12176313251256943, 0.3940606713294983, -1.1336954832077026, 0.7133104801177979, 0.07666216790676117, 0.8667746186256409, -0.017315426841378212, -0.4684014618396759, -0.2260378897190094, 0.277286171913147, -0.20426872372627258, 0.5242153406143188, -0.34124720096588135, 0.5186651349067688, -0.10943792015314102, -0.12346136569976807, -1.05083167552948, -0.8600978255271912, 0.27635687589645386, -0.15833525359630585, -0.2518772780895233, -0.7418465614318848, 0.7776485681533813, -0.569320559501648, -0.2013150304555893, 0.04877142980694771, 0.17600761353969574, 0.8459379076957703, 0.4697544276714325, -0.5919939279556274, 0.03492923825979233, -0.19650258123874664, 0.25514715909957886, 0.36103928089141846, 0.4397844076156616, 0.5892297625541687, 0.6758220791816711, 0.21889804303646088, -0.11530207097530365, 0.023695649579167366, -0.22754152119159698, 0.2389412671327591, -0.17520539462566376, 0.5708524584770203, 0.20551060140132904, -0.079154372215271, -0.7916867136955261, -0.3510356545448303, -0.1917867660522461, 0.07979431003332138, -0.033885370939970016, -0.274790495634079, 0.587925910949707, -0.533646821975708, 0.5327221155166626, -0.08637460321187973, 0.1927991360425949]"
