full_name,positions,overall_rating,age,acceleration,sprint_speed,dribbling,short_passing,finishing,stamina,strength,embedding
Jan Vertonghen,CB,87,31,61,65,71,79,56,75,79,"[1.0516434907913208, 0.6701363921165466, 0.595029890537262, -0.6094846129417419, 0.3055229187011719, 0.20406563580036163, 0.18934552371501923, 0.1093667522072792, -0.1381952464580536, 0.8347942233085632, -0.9723530411720276, -0.3039146661758423, -0.16155283153057098, 0.5166204571723938, 0.6561964154243469, -0.029745599254965782, -0.5729920864105225, 0.059746116399765015, 0.8643550872802734, 1.0798794031143188, -0.11981429159641266, -0.1939447671175003, 0.16124370694160461, 0.6631311774253845, 0.3191758394241333, -0.10936543345451355, -0.04076230153441429, 0.06374074518680573, 0.053190018981695175, -0.41017502546310425, 0.3634641468524933, -0.11606131494045258, -0.33569571375846863, -0.12472324818372726, 0.06374143064022064, -0.2927094101905823, 0.7920487523078918, -0.052872683852910995, -0.583269476890564, -0.7054229974746704, -0.04671786352992058, 1.1591678857803345, -0.15856704115867615, 0.44262367486953735, 0.3444083333015442, 0.040106650441884995, 0.6599026918411255, -0.8690372109413147, 0.17352768778800964, -0.034836433827877045, -0.22479753196239471, 0.1181931346654892, 0.10606711357831955, 0.3627971112728119, 0.4703729450702667, 0.6025912761688232, 0.2462642341852188, -0.34971535205841064, 0.3895164430141449, 0.40295591950416565, -1.1337957382202148, -0.13116666674613953, 0.23715676367282867, -0.005966527387499809]"
Dries Mertens,"CF,ST",87,31,93,85,91,82,86,75,42,"[0.9305480718612671, 0.2204379141330719, 0.35197052359580994, 0.07102090120315552, -0.17305144667625427, 0.802449643611908, 0.9130208492279053, -0.32071608304977417, -0.02760707400739193, 0.7679209113121033, -0.7208071947097778, -0.2079082578420639, -0.2483489066362381, -0.4481758177280426, -0.08833540230989456, -0.2198162078857422, 0.6580679416656494, -0.28807827830314636, 0.599947988986969, 0.08543290197849274, -0.30993393063545227, -0.15059033036231995, -0.20597967505455017, 0.30468469858169556, 1.1727732419967651, 0.17623108625411987, 0.16816748678684235, 0.31349754333496094, -0.489280641078949, -0.47156059741973877, 0.13065701723098755, -0.24648301303386688, 0.3432376980781555, 0.45735371112823486, 0.49310746788978577, 0.19406920671463013, 0.08341801166534424, 0.19351741671562195, -0.04765361174941063, 0.11910012364387512, -0.017176935449242592, 0.25968003273010254, 0.4380096197128296, 0.43244999647140503, 0.029067888855934143, 0.46044179797172546, -0.1547888219356537, -0.4288516342639923, 0.4778263568878174, 0.4285719096660614, 0.6221137046813965, -0.22479800879955292, 0.7283143997192383, -0.0017553261714056134, 0.2809046804904938, 0.37725400924682617, 0.8281031847000122, -0.054643940180540085, 1.0522102117538452, 0.5958045125007629, -0.5756105780601501, -0.0941491574048996, 0.05126027390360832, -0.45875442028045654]"
Marcelo Vieira da Silva Junior,LB,87,30,83,82,90,84,73,89,78,"[2.3396732807159424, 0.43282076716423035, 1.160247802734375, -0.015758603811264038, -0.1610858291387558, 0.6866738200187683, 0.3334294557571411, 0.7649443745613098, -0.7185357809066772, 1.009389042854309, -0.360398530960083, -0.4343712031841278, 0.4000183045864105, -0.2736513912677765, -0.5308359861373901, 0.08813180029392242, -0.43739649653434753, -0.34105873107910156, -0.05055474117398262, 0.2397669404745102, -0.42301100492477417, 0.5681684613227844, -0.0972072184085846, 0.5771121382713318, 0.08803150802850723, -0.16222575306892395, 1.2387149333953857, 0.32499265670776367, 0.10842890292406082, 0.5891716480255127, 0.2094535082578659, -0.0898858979344368, -0.6787124276161194, -0.17964346706867218, 0.4977341890335083, 0.09483081847429276, -0.21505658328533173, 0.2553865909576416, -0.8026862740516663, -0.4245356023311615, 0.03457107022404671, 1.0413793325424194, 0.8936254382133484, -0.20515258610248566, -0.39893728494644165, -0.5015126466751099, 0.5000107288360596, -0.3926922082901001, 0.21657997369766235, 0.21228879690170288, 0.40534451603889465, 0.09343109279870987, 0.7445541620254517, -0.6529942154884338, 0.6498071551322937, -1.489529013633728, 0.4870632290840149, -0.09737285226583481, 1.3661949634552002, -0.1048116460442543, -0.8473130464553833, -0.45171213150024414, -0.6583989858627319, 0.49326062202453613]"
Toby Alderweireld,CB,87,30,61,67,62,79,45,76,79,"[1.0749125480651855, 0.6052161455154419, 0.5078167915344238, -0.5318570733070374, 0.21016573905944824, 0.21359436213970184, 0.2582237124443054, 0.0865008533000946, -0.19956320524215698, 0.7718149423599243, -0.8826906681060791, -0.31196701526641846, -0.15293236076831818, 0.4987373948097229, 0.6257664561271667, 0.010946151800453663, -0.6258164048194885, 0.13535134494304657, 0.8961225152015686, 1.0728265047073364, -0.13873331248760223, -0.21721893548965454, 0.23244477808475494, 0.6767941117286682, 0.32464781403541565, -0.1111680418252945, -0.10735087841749191, 0.09965334832668304, -0.013642342761158943, -0.44448786973953247, 0.4338794946670532, -0.09587902575731277, -0.31566691398620605, -0.1166318729519844, 0.08633510768413544, -0.1863444745540619, 0.7229378819465637, 0.0595100037753582, -0.604062557220459, -0.6732935905456543, -0.12022791057825089, 1.1094783544540405, -0.21176880598068237, 0.44122233986854553, 0.3078501522541046, -0.02495880424976349, 0.6927879452705383, -0.8205628395080566, 0.10968552529811859, -0.06397076696157455, -0.1761803925037384, 0.07746676355600357, 0.04164337366819382, 0.392024427652359, 0.41631028056144714, 0.5954511165618896, 0.23540715873241425, -0.3246113657951355, 0.3356935679912567, 0.37118205428123474, -1.007155418395996, -0.20566508173942566, 0.2758166193962097, 0.027189426124095917]"
Jordi Alba Ramos,LB,87,29,93,93,80,84,73,91,61,"[0.6810932755470276, 1.014631748199463, 0.02139919623732567, -0.05394796282052994, 0.08855759352445602, 0.8030534386634827, -0.03921033814549446, -0.45989176630973816, -0.1835481822490692, 0.8398251533508301, 0.35924285650253296, 0.03799651935696602, 0.38960686326026917, 0.07097487151622772, 0.5781551599502563, -0.2850800156593323, 0.759107768535614, -0.7363733649253845, 0.3940020203590393, 0.10366411507129669, -0.4211069941520691, -0.47100454568862915, -0.6379092931747437, 0.07841537147760391, 0.9967179298400879, 0.029887730255723, -0.0023498102091252804, 0.06911202520132065, -0.4463358521461487, -0.2652992308139801, 0.21591845154762268, 0.06536135077476501, 0.04129969701170921, -0.76300048828125, 0.2344069927930832, -0.2983991801738739, 0.48782971501350403, 0.07447976619005203, -0.7518880367279053, 0.119942307472229, 0.2250741720199585, 1.4928237199783325, 0.3971977233886719, 0.0720834955573082, 0.3092857003211975, -0.01711404137313366, -0.1114368662238121, -0.30356860160827637, 0.6786900758743286, -0.03499174863100052, -0.35934337973594666, -0.17606708407402039, 0.5477838516235352, 0.06257454305887222, 0.6398351192474365, -0.48560845851898193, 0.1312851905822754, -0.4513663649559021, 0.6006417274475098, 0.4621818959712982, -0.5516382455825806, -0.008167650550603867, 0.2016427367925644, -0.40446725487709045]"
Thiago Alcantara do Nascimento,"CM,CAM,CDM",87,27,78,69,90,90,69,75,59,"[1.1647071838378906, 0.22133691608905792, 1.163743495941162, -0.3920438885688782, 0.3978082239627838, 0.6426524519920349, 0.6809841394424438, 0.03153005987405777, 0.41692808270454407, 0.08697403222322464, -0.30428704619407654, 0.047183673828840256, 0.14749985933303833, -0.015784190967679024, 0.23592957854270935, 0.1675678938627243, 0.1729738712310791, 0.22958116233348846, 0.40506231784820557, -0.6859539151191711, -0.6519088745117188, 0.4954177737236023, -0.01841678097844124, 0.763143002986908, 0.07313346862792969, -0.018921852111816406, -0.4334575831890106, -0.6162038445472717, -0.5403459668159485, 0.49831894040107727, 0.36624789237976074, -0.1745542287826538, -0.5664801001548767, -0.3440691828727722, -0.4959293007850647, 0.5439713001251221, 0.10759282112121582, -0.4737705886363983, 0.041166018694639206, -0.1967749297618866, -0.06691677123308182, 0.5875744223594666, -0.3728189170360565, 0.2020292580127716, 0.8025850057601929, -0.619742751121521, 0.7859644293785095, -0.5266405344009399, 0.0429685078561306, 0.0018544616177678108, -0.06905421614646912, -0.07868479937314987, 0.004707039799541235, -0.17719340324401855, 0.3349093496799469, 0.6347264647483826, 1.1487144231796265, 0.1438976526260376, 0.5958515405654907, -0.07526601850986481, 0.3042134642601013, -0.2578131854534149, 0.3303428888320923, -0.21916593611240387]"
Ciro Immobile,ST,87,29,78,85,83,74,90,80,76,"[1.1079883575439453, 0.5016098618507385, 0.4022679924964905, -0.058897197246551514, -0.14085236191749573, 0.4578092694282532, 0.417612224817276, -0.07858429849147797, -0.6657113432884216, 0.2404148429632187, -0.7250067591667175, 0.853399395942688, 0.08172105252742767, 0.31790757179260254, 0.1846189647912979, 0.34181123971939087, 0.9588139653205872, -0.45182380080223083, 0.7089998126029968, 0.7828404307365417, -0.4241212010383606, -0.1337842047214508, -0.48613420128822327, 0.4016987681388855, 0.7272666096687317, 0.10050304979085922, -0.04080476611852646, 0.5519141554832458, -0.27079421281814575, 0.3021804392337799, 0.2963135540485382, 0.0839308574795723, -0.4122641682624817, -0.6116248965263367, -0.4595145583152771, -0.22554567456245422, -0.02210106886923313, 0.8901962041854858, 0.35466834902763367, 0.43308785557746887, 0.3520441949367523, 0.5815499424934387, -0.01661844737827778, 0.8934284448623657, 0.4503239393234253, 0.0648307204246521, 0.32319992780685425, 0.487151175737381, 0.7691001892089844, 0.038425836712121964, 0.18609586358070374, -0.9905811548233032, 0.2464543879032135, -0.6389638185501099, -0.3316553235054016, -0.3803039491176605, -0.11727309226989746, 0.02517104707658291, -0.0906141847372055, -0.07170337438583374, -0.10513989627361298, -0.04536964371800423, -0.46558669209480286, 0.5668731927871704]"
Keylor Navas,GK,87,32,54,53,16,30,15,39,75,"[1.1653393507003784, 0.7692307829856873, 0.5778377056121826, 0.028959859162569046, -0.40228939056396484, -0.24990466237068176, -0.013672701083123684, 0.6851747632026672, -0.0375249944627285, -0.2075207680463791, 0.12000604718923569, 0.41986820101737976, 0.2783152461051941, 0.49087414145469666, -0.3157553970813751, -0.5483149290084839, 0.8571522831916809, -0.10721038281917572, 0.36931896209716797, 0.23449532687664032, -0.4253987967967987, 0.7430915832519531, -0.18940173089504242, 0.08307597041130066, 0.48807626962661743, 0.34473007917404175, 0.6234540939331055, 0.14168263971805573, -0.344256192445755, -0.03274434804916382, 0.1624448448419571, -0.4873252809047699, -0.30281969904899597, -1.1571359634399414, -0.22669857740402222, 0.5126815438270569, -0.041345056146383286, 0.1328134387731552, -0.15866142511367798, 0.2438083440065384, 0.0756097212433815, 0.36094930768013, -0.6539744138717651, 1.0723521709442139, 0.33070576190948486, -0.2503848373889923, 0.404914528131485, -0.0034222358372062445, 0.6699827909469604, 0.9066888689994812, -0.2902967035770416, -0.3024943768978119, 0.819115936756134, -0.9414749145507812, -0.557776153087616, -0.5623113512992859, 0.3001658618450165, -0.0939449742436409, 0.17909182608127594, -0.44647136330604553, -0.01742739975452423, -0.4776475131511688, -0.03693361207842827, 0.431225448846817]"
Francisco Roman Alarcon Suarez,"CAM,CM,LW",87,26,75,69,94,86,79,70,59,"[1.135701298713684, 0.45391708612442017, 1.1174895763397217, -0.14051009714603424, 0.1266973614692688, 0.2035912722349167, 0.5489377379417419, 0.31074830889701843, 0.5273211598396301, -0.22279207408428192, -0.17371618747711182, 0.1255330890417099, -0.054114196449518204, -0.2602384686470032, -0.1459149420261383, 0.30245816707611084, 0.17487242817878723, 0.13857561349868774, 0.40712064504623413, -0.6468135714530945, 0.04884032532572746, 0.3172644376754761, 0.17623011767864227, 0.8847174048423767, 0.13169758021831512, -0.4555834233760834, 0.02751334384083748, -0.32179686427116394, -0.23105135560035706, 0.4571036398410797, 0.3218388557434082, 0.012391160242259502, -0.7224507927894592, -0.3269221782684326, -0.7230827212333679, 0.5660661458969116, 0.026672083884477615, 0.016607968136668205, -0.16828800737857819, -0.00996342208236456, -0.014632942155003548, 0.4438202381134033, -0.15358194708824158, 0.619175910949707, 0.9130657315254211, -0.5903221368789673, 0.4755270481109619, -0.3766237795352936, 0.1649201214313507, 0.07543402165174484, -0.12039187550544739, -0.24220533668994904, -0.03958117589354515, -0.3180074691772461, 0.7098166942596436, 0.5963143706321716, 0.9477316737174988, -0.2595074474811554, 0.7673483490943909, -0.34758293628692627, -0.017349230125546455, -0.6781190633773804, 0.3621460497379303, -0.09513069689273834]"
James David Rodriguez Rubio,"CAM,CM,RM",87,27,73,67,85,89,83,70,68,"[0.465238094329834, 0.15788385272026062, 0.75650554895401, 0.2511179745197296, 0.16092105209827423, -0.8761027455329895, 0.03262847289443016, -0.05721186846494675, -0.43689054250717163, 0.38453301787376404, -0.6940376162528992, 0.31923243403434753, -0.2380419671535492, -0.3787882924079895, -0.16360223293304443, -0.48606666922569275, -0.29419368505477905, -0.6516927480697632, 0.7860887050628662, -0.20294879376888275, -0.28469014167785645, 1.1310057640075684, 0.2506152391433716, 0.5961466431617737, 0.7233736515045166, -0.18611788749694824, -0.25268077850341797, 0.2160222977399826, -0.4986031949520111, -0.09139855951070786, 0.34014105796813965, -0.9189732074737549, -0.7401120066642761, -0.6306107640266418, 0.1497805267572403, 0.18535315990447998, 0.3673332929611206, 0.4364672899246216, -0.11976449191570282, -0.37455326318740845, -0.4518454670906067, 0.5260604023933411, -0.18142664432525635, -0.028084876015782356, 0.17942939698696136, -0.5341886281967163, 0.7086130976676941, -0.8049189448356628, 0.6008064150810242, 0.451249897480011, -0.32057759165763855, -0.2743608355522156, 0.9258316159248352, -0.5335395932197571, -0.4699595868587494, -0.11558352410793304, 0.6749334335327148, -0.6201863288879395, -0.07587604224681854, 0.28182053565979004, 0.3972368836402893, -0.6125792860984802, 0.5263843536376953, 0.04746895655989647]"
Carlos Henrique Venancio Casimiro,CDM,87,27,61,66,69,83,64,87,89,"[2.1134495735168457, 0.5814064145088196, 1.243410348892212, 0.07899805903434753, 0.27107250690460205, 0.9473248720169067, 0.8494998812675476, 0.1866234987974167, -0.736021876335144, 0.6498118042945862, -0.19206483662128448, -0.17444662749767303, 0.6496836543083191, -0.22107668220996857, -0.2522289454936981, 0.09557931125164032, -0.04740690067410469, 0.7287014126777649, 0.9213835597038269, 0.28498250246047974, -0.17023605108261108, -0.23742598295211792, -1.2684887647628784, 0.6518577933311462, -0.5915572047233582, 0.14703205227851868, 0.4348531663417816, -0.4334903955459595, 0.09320410341024399, 0.2446802705526352, 0.28966373205184937, -0.21156045794487, 0.1811700463294983, -1.2681251764297485, 0.7667275667190552, 0.8192078471183777, -0.02464265748858452, -0.25420042872428894, -1.2140382528305054, 0.6674768328666687, -0.00900068785995245, 0.08507657796144485, -0.08751750737428665, 0.004061897750943899, 0.06833955645561218, -0.6754910945892334, -0.2012873739004135, 0.2928248941898346, 0.024946654215455055, 0.5300623178482056, 0.1634748876094818, -0.473563551902771, 0.6751403212547302, -0.3811917304992676, 0.04254657402634621, -0.03867243975400925, 0.7943551540374756, -0.7898618578910828, 0.42110002040863037, 0.36456018686294556, -0.08780062943696976, -0.3949406147003174, 0.006763822864741087, 0.38348639011383057]"
Mauro Emanuel Icardi Rivero,ST,87,26,77,78,77,73,91,69,76,"[1.5869098901748657, 1.0662003755569458, -0.16361722350120544, 0.03805579990148544, -0.20397764444351196, -0.16230645775794983, 0.7098926305770874, 0.058746155351400375, -0.40680521726608276, 0.6264495253562927, -0.5974026918411255, -0.004914360586553812, -0.07199015468358994, -0.26806339621543884, 0.2741062045097351, 0.4774632453918457, -0.07420691847801208, -0.6030285358428955, 0.4257531464099884, -0.5618517398834229, -0.22515134513378143, 0.04567389935255051, -0.10420184582471848, 0.7986894249916077, 0.48839715123176575, 0.6543825268745422, -0.31598085165023804, 0.19934386014938354, 0.1607150137424469, -0.03936058282852173, -0.1389865130186081, -0.02957468293607235, -0.034988995641469955, -0.14342822134494781, 1.0228151082992554, 0.20098119974136353, -0.16580696403980255, -0.16920745372772217, -0.6280577778816223, -0.32392266392707825, 0.5300753116607666, 0.07324418425559998, 0.19698043167591095, 0.7143131494522095, 0.6619051098823547, -0.20135746896266937, 0.24610169231891632, 0.5526936054229736, 0.8859930634498596, 0.4941311776638031, 0.5190248489379883, 0.21376563608646393, 0.3538878262042999, -0.28023383021354675, -0.6502130031585693, -0.6911349296569824, 0.051150184124708176, -0.3686378300189972, 0.8396064043045044, -0.017547063529491425, 0.29530176520347595, -0.5167086720466614, 0.017435291782021523, 0.23750047385692596]"
Kepa Arrizabalaga,GK,84,24,34,33,10,32,11,37,51,"[0.5549905896186829, 0.5934281349182129, 0.11355585604906082, -0.22401095926761627, -0.45893406867980957, 0.5282934308052063, 0.07739007472991943, -0.4604106843471527, -0.4014049470424652, 0.224378764629364, 0.2553916871547699, 0.9677427411079407, 0.8619909882545471, 0.3582673966884613, 0.07246184349060059, -0.18352897465229034, 0.45763346552848816, -0.29231634736061096, 0.9202202558517456, 0.22359241545200348, -0.12200604379177094, 0.41144663095474243, 0.2010141909122467, 0.6420175433158875, 0.4908277690410614, 0.32420292496681213, -0.8805553317070007, -0.7057927250862122, -0.039474911987781525, -0.4792775511741638, -0.3715221583843231, 0.07612654566764832, -0.7648658156394958, -0.10502665489912033, 0.6427961587905884, 0.5524083375930786, -0.04024380072951317, 0.5450221300125122, -0.46995794773101807, -0.23130060732364655, 0.11300306767225266, 0.5257176756858826, -0.42604514956474304, 0.4550698399543762, 0.23988372087478638, -0.569741427898407, 0.6143752336502075, -0.5875778198242188, 0.4986860156059265, 0.5624790787696838, 0.31507405638694763, 0.2768476605415344, 0.4952812194824219, -0.4977618157863617, 0.26368892192840576, -0.5600351691246033, 0.700627863407135, 0.031176352873444557, 0.30678462982177734, 0.0992918387055397, -0.2708263695240021, 0.3163124620914459, 0.5149933099746704, -0.16321928799152374]"
